Age,Gender,self_employed,family_history,treatment,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,year,work_treatment_interfere,work_no_treatment_interfere,Continent
39,m,Yes,No,0,6-25,Never,1.0,No,No,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
33,f,Yes,Yes,1,1-5,Never,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,Some of them,No,No,No,No,0.0,2014,Sometimes,Sometimes,North America
27,m,No,No,0,26-100,Never,1.0,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,No,Yes,Yes,Don't know,0.0,2014,Never,Never,Europe
36,f,No,No,1,6-25,Sometimes,1.0,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,0.0,2014,Never,Never,North America
28,m,No,No,0,26-100,Never,1.0,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,0.0,2014,Never,Never,Europe
39,m,No,No,1,500-1000,Never,0.0,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,Europe
33,m,Yes,Yes,1,1-5,Sometimes,1.0,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
32,m,No,No,0,More than 1000,Never,0.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
28,m,No,No,0,More than 1000,Never,0.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Yes,Yes,No,0.0,2014,Not applicable to me,Not applicable to me,Europe
37,m,No,Yes,1,6-25,Never,1.0,No,No,No,No,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,No,1.0,2014,Rarely,Rarely,Europe
39,m,No,No,1,100-500,Never,0.0,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Some of them,Yes,No,Maybe,No,1.0,2014,Sometimes,Sometimes,North America
43,m,No,No,0,6-25,Sometimes,1.0,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
32,other,No,No,1,More than 1000,Never,0.0,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,Yes,Some of them,Yes,Yes,Yes,1.0,2014,Sometimes,Sometimes,Europe
27,f,No,No,0,More than 1000,Never,1.0,Don't know,Not sure,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
31,f,No,No,0,6-25,Never,1.0,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
43,m,No,No,1,26-100,Never,1.0,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes,Don't know,0.0,2014,Never,Never,Europe
33,m,No,No,1,6-25,Sometimes,1.0,No,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Yes,Yes,Don't know,0.0,2014,Sometimes,Sometimes,North America
34,m,No,Yes,1,More than 1000,Never,1.0,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,0.0,2014,Sometimes,Sometimes,Europe
33,m,Yes,No,0,1-5,Never,1.0,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
25,m,No,No,0,6-25,Never,1.0,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
25,m,No,Yes,1,More than 1000,Never,0.0,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,No,1.0,2014,Sometimes,Sometimes,North America
32,m,Yes,Yes,0,1-5,Never,1.0,No,Yes,No,No,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,No,0.0,2014,Not applicable to me,Not applicable to me,Europe
25,m,No,Yes,1,26-100,Never,1.0,Yes,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
37,m,No,No,0,100-500,Sometimes,0.0,Don't know,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
39,m,No,No,1,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,0.0,2014,Never,Never,Europe
29,m,No,No,0,100-500,Never,1.0,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,1.0,2014,Rarely,Rarely,Europe
33,m,No,No,1,More than 1000,Never,1.0,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
37,f,No,No,1,6-25,Sometimes,1.0,Don't know,Not sure,No,No,Yes,Somewhat difficult,Yes,No,Some of them,Some of them,No,Yes,No,1.0,2014,Often,Often,North America
35,f,No,No,1,100-500,Never,0.0,Yes,No,No,No,Yes,Very difficult,Yes,Maybe,No,Some of them,No,Yes,No,1.0,2014,Sometimes,Sometimes,North America
22,f,No,Yes,1,More than 1000,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,1.0,2014,Sometimes,Sometimes,North America
38,m,No,No,0,26-100,Never,1.0,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,No,1.0,2014,Never,Never,North America
32,f,No,Yes,1,100-500,Never,1.0,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,Don't know,0.0,2014,Often,Often,North America
28,m,No,No,0,26-100,Never,1.0,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,No,1.0,2014,Not applicable to me,Not applicable to me,South America
27,m,No,Yes,0,26-100,Never,1.0,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Yes,No,0.0,2014,Not applicable to me,Not applicable to me,Europe
35,f,No,No,1,100-500,Sometimes,1.0,Don't know,No,Don't know,Don't know,Don't know,Very easy,Maybe,No,Some of them,No,No,Maybe,Yes,0.0,2014,Sometimes,Sometimes,North America
29,m,No,No,0,100-500,Never,0.0,Yes,Yes,Yes,No,Yes,Very easy,Yes,Maybe,Yes,Yes,No,Maybe,Don't know,0.0,2014,Never,Never,North America
23,m,No,Yes,1,6-25,Never,1.0,No,Yes,No,No,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,0.0,2014,Sometimes,Sometimes,North America
39,m,No,No,0,26-100,Sometimes,1.0,Yes,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
30,f,No,No,0,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,No,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
32,m,No,No,0,26-100,Never,1.0,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
28,other,No,No,1,26-100,Never,1.0,No,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,1.0,2014,Sometimes,Sometimes,North America
40,f,No,Yes,1,100-500,Never,0.0,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,1.0,2014,Sometimes,Sometimes,North America
36,f,No,Yes,0,6-25,Never,1.0,Don't know,No,No,Don't know,Don't know,Don't know,No,No,No,Some of them,No,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
27,m,No,No,0,26-100,Sometimes,1.0,Don't know,Not sure,No,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
41,m,No,Yes,0,More than 1000,Never,1.0,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
29,m,No,No,0,6-25,Never,1.0,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,0.0,2014,Never,Never,Europe
29,m,No,No,1,100-500,Never,1.0,No,No,No,No,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,0.0,2014,Sometimes,Sometimes,Europe
35,m,No,No,1,1-5,Never,0.0,No,No,No,No,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Yes,No,1.0,2014,Often,Often,North America
28,m,No,No,1,6-25,Sometimes,1.0,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,0.0,2014,Never,Never,North America
36,f,Yes,No,0,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,0.0,2014,Sometimes,Sometimes,Europe
39,f,No,No,0,26-100,Never,1.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,Yes,Don't know,0.0,2014,Sometimes,Sometimes,North America
39,m,No,Yes,1,500-1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,No,Some of them,Yes,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
44,m,Yes,Yes,1,1-5,Sometimes,1.0,No,Yes,No,No,No,Very easy,Yes,Yes,Some of them,No,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
26,other,Yes,No,1,6-25,Sometimes,1.0,No,Not sure,Yes,Yes,Yes,Very easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,0.0,2014,Sometimes,Sometimes,Europe
35,m,Yes,Yes,1,1-5,Never,1.0,No,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,0.0,2014,Often,Often,Europe
40,f,No,Yes,1,100-500,Never,0.0,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
35,m,Yes,Yes,1,1-5,Never,1.0,No,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,0.0,2014,Often,Often,Europe
38,m,No,No,0,More than 1000,Sometimes,1.0,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Don't know,0.0,2014,Never,Never,North America
34,m,No,No,0,More than 1000,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
43,m,No,No,0,More than 1000,Never,1.0,Yes,No,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
48,f,No,Yes,0,26-100,Never,1.0,Don't know,No,No,No,No,Very difficult,Yes,Yes,No,Some of them,No,No,No,1.0,2014,Often,Often,North America
20,m,No,No,0,26-100,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,0.0,2014,Never,Never,North America
40,m,Yes,No,0,1-5,Sometimes,1.0,Don't know,Not sure,No,No,Don't know,Somewhat easy,Yes,Maybe,Some of them,No,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
29,f,No,No,1,6-25,Never,1.0,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,0.0,2014,Rarely,Rarely,Europe
35,m,No,Yes,1,1-5,Never,0.0,No,Yes,No,No,Yes,Don't know,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
29,m,No,Yes,0,More than 1000,Sometimes,0.0,Yes,Yes,No,Yes,Yes,Very easy,Maybe,No,Some of them,No,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
40,m,No,No,0,100-500,Never,1.0,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Never,Never,North America
29,m,No,No,1,6-25,Never,1.0,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Rarely,Rarely,Europe
29,f,No,Yes,1,100-500,Never,1.0,Yes,Not sure,Don't know,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,0.0,2014,Rarely,Rarely,North America
34,m,No,No,1,1-5,Never,1.0,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Yes,Don't know,0.0,2014,Sometimes,Sometimes,North America
44,m,No,Yes,1,500-1000,Never,0.0,Don't know,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,Maybe,No,1.0,2014,Sometimes,Sometimes,Europe
24,f,No,Yes,1,6-25,Never,1.0,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Yes,No,1.0,2014,Often,Often,North America
47,f,No,No,0,100-500,Sometimes,1.0,Don't know,No,No,Don't know,Don't know,Very difficult,Yes,Yes,No,No,No,No,No,0.0,2014,Not applicable to me,Not applicable to me,North America
43,m,No,Yes,0,More than 1000,Never,0.0,Don't know,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
36,m,No,No,0,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Some of them,Yes,No,No,No,0.0,2014,Rarely,Rarely,North America
43,m,No,No,1,More than 1000,Never,0.0,Don't know,No,No,Don't know,Don't know,Very difficult,Maybe,No,Some of them,Yes,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
36,m,Yes,No,0,6-25,Sometimes,1.0,No,No,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Don't know,1.0,2014,Sometimes,Sometimes,Europe
31,f,No,Yes,1,100-500,Never,1.0,Yes,Yes,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
35,m,No,No,0,More than 1000,Never,1.0,Don't know,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
33,m,No,Yes,0,26-100,Never,0.0,Yes,No,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
37,m,No,No,0,26-100,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,0.0,2014,Sometimes,Sometimes,Europe
34,m,No,No,1,100-500,Never,1.0,Don't know,No,Yes,Don't know,Yes,Don't know,Maybe,No,Some of them,No,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
36,m,Yes,No,1,1-5,Never,1.0,No,No,No,No,Don't know,Very easy,No,No,Yes,No,No,No,Yes,0.0,2014,Sometimes,Sometimes,Europe
40,m,Yes,Yes,1,1-5,Sometimes,1.0,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
40,m,No,No,0,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Rarely,Rarely,North America
42,m,No,No,1,1-5,Sometimes,1.0,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,No,No,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
23,m,No,Yes,0,26-100,Sometimes,1.0,Yes,Yes,No,Don't know,Yes,Don't know,Maybe,No,No,Some of them,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
21,m,No,Yes,0,6-25,Never,0.0,No,No,No,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Never,Never,Europe
26,m,No,No,0,6-25,Sometimes,1.0,No,No,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
31,m,No,Yes,0,6-25,Never,1.0,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
25,m,No,Yes,0,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
51,m,No,No,0,More than 1000,Sometimes,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,0.0,2014,Never,Never,North America
24,m,No,No,0,6-25,Never,1.0,Don't know,Not sure,Don't know,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
33,m,No,No,0,100-500,Never,1.0,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,No,0.0,2014,Not applicable to me,Not applicable to me,North America
32,m,No,Yes,1,6-25,Never,0.0,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,No,No,0.0,2014,Rarely,Rarely,Europe
32,m,No,Yes,1,6-25,Never,0.0,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,No,No,0.0,2014,Rarely,Rarely,Europe
26,m,Yes,No,1,1-5,Sometimes,1.0,No,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2014,Rarely,Rarely,Europe
23,m,No,No,0,100-500,Never,0.0,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,0.0,2014,Never,Never,North America
33,m,No,Yes,1,6-25,Sometimes,1.0,No,Yes,No,No,Don't know,Very difficult,Yes,No,Some of them,Yes,No,Maybe,No,0.0,2014,Often,Often,North America
46,m,No,No,1,More than 1000,Never,0.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Maybe,Yes,0.0,2014,Rarely,Rarely,North America
34,m,No,No,0,6-25,Sometimes,1.0,No,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,Yes,No,1.0,2014,Not applicable to me,Not applicable to me,Europe
35,m,No,Yes,1,6-25,Never,1.0,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
39,m,No,No,0,1-5,Sometimes,1.0,No,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,No,0.0,2014,Not applicable to me,Not applicable to me,North America
32,m,Yes,No,0,1-5,Sometimes,1.0,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,No,0.0,2014,Sometimes,Sometimes,Europe
43,m,Yes,No,0,More than 1000,Sometimes,1.0,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
56,m,No,No,1,More than 1000,Sometimes,1.0,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,0.0,2014,Rarely,Rarely,North America
32,f,No,Yes,1,100-500,Never,1.0,Don't know,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Yes,Don't know,1.0,2014,Sometimes,Sometimes,Europe
41,m,No,No,0,26-100,Never,0.0,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes,No,1.0,2014,Not applicable to me,Not applicable to me,Europe
39,m,No,No,0,More than 1000,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
37,m,No,Yes,0,500-1000,Never,0.0,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,No,No,No,No,0.0,2014,Not applicable to me,Not applicable to me,North America
30,m,Yes,Yes,1,6-25,Sometimes,1.0,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Yes,No,No,No,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
31,m,No,No,0,26-100,Never,1.0,Yes,No,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,0.0,2014,Not applicable to me,Not applicable to me,North America
29,m,No,No,0,More than 1000,Never,0.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
23,f,No,Yes,0,More than 1000,Never,0.0,No,No,No,Yes,Don't know,Somewhat easy,Yes,Maybe,No,No,No,Maybe,Don't know,0.0,2014,Never,Never,Europe
31,m,No,No,1,26-100,Never,1.0,Yes,Yes,No,Don't know,Yes,Very easy,Maybe,No,No,No,No,No,Don't know,0.0,2014,Never,Never,North America
29,m,No,Yes,1,26-100,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
30,m,No,No,0,26-100,Sometimes,1.0,Yes,Yes,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,0.0,2014,Never,Never,North America
37,m,No,No,0,500-1000,Sometimes,1.0,Yes,No,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,1.0,2014,Never,Never,North America
36,m,Yes,No,0,1-5,Never,1.0,Yes,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Yes,Yes,Yes,Yes,0.0,2014,Never,Never,North America
35,m,No,Yes,1,26-100,Sometimes,1.0,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
41,m,No,Yes,0,500-1000,Sometimes,0.0,Don't know,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,0.0,2014,Never,Never,North America
31,m,No,No,1,6-25,Never,1.0,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Rarely,Rarely,Europe
38,m,No,Yes,0,500-1000,Never,0.0,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,0.0,2014,Not applicable to me,Not applicable to me,Europe
26,m,Yes,No,0,100-500,Never,1.0,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Not applicable to me,Not applicable to me,Asia
39,m,No,Yes,0,More than 1000,Never,1.0,Yes,No,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,1.0,2014,Sometimes,Sometimes,North America
42,m,Yes,Yes,0,6-25,Sometimes,0.0,Yes,Not sure,Don't know,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
32,m,Yes,Yes,1,1-5,Sometimes,1.0,No,Yes,No,No,Don't know,Very difficult,Yes,No,Some of them,No,No,Maybe,Don't know,0.0,2014,Rarely,Rarely,North America
29,m,No,Yes,0,100-500,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
30,m,No,Yes,0,100-500,Never,1.0,Yes,No,Don't know,Yes,Don't know,Very difficult,Yes,Yes,Some of them,No,Maybe,Maybe,No,0.0,2014,Never,Never,North America
40,m,No,Yes,1,500-1000,Sometimes,1.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes,Don't know,0.0,2014,Often,Often,North America
51,m,No,No,0,100-500,Never,0.0,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
33,m,No,No,0,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Never,Never,North America
34,m,Yes,No,1,1-5,Sometimes,1.0,No,Not sure,No,No,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,Europe
50,m,Yes,No,0,1-5,Sometimes,1.0,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,0.0,2014,Never,Never,North America
24,m,No,No,0,26-100,Sometimes,1.0,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
25,m,No,Yes,1,26-100,Never,0.0,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,0.0,2014,Rarely,Rarely,North America
